INFO:root:['Recarm', 'Mind Charge', 'Sukukaja', 'Wind Amp']
INFO:root:['Tarukaja', 'Patra', 'Diarahan', 'Zio']
INFO:root:['Patra', 'Diarama', 'Recarm', 'Tarukaja']
INFO:root:['Rakukaja', 'Diarahan', 'Patra', 'Recarm']
INFO:root:['Patra', 'Dekunda', 'Recarm', 'Diarama']
INFO:root:['Patra', 'Diarama', 'Diarahan', 'Tarukaja']
INFO:root:['Diarama', 'Rakukaja', 'Recarm', 'Tarukaja']
INFO:root:['Patra', 'Diarama', 'Rakukaja', 'Zio']
INFO:root:['Diarama', 'Recarm', 'Patra', 'Wind Amp']
INFO:root:['Dekunda', 'Recarm', 'Diarama', 'Diarahan']
INFO:root:['Rakukaja', 'Dekunda', 'Zio', 'Diarama']
INFO:root:['Patra', 'Diarahan', 'Tarukaja', 'Recarm']
INFO:root:['Tarukaja', 'Patra', 'Dekunda', 'Sukukaja']
INFO:root:['Recarm', 'Patra', 'Diarama', 'Tarukaja']
INFO:root:['Sukukaja', 'Dekunda', 'Patra', 'Masukunda']
INFO:root:['Rakukaja', 'Recarm', 'Patra', 'Sukukaja']
INFO:root:['Sukukaja', 'Diarama', 'Diarahan', 'Patra']
INFO:root:['Patra', 'Dekunda', 'Zio', 'Diarahan']
INFO:root:['Patra', 'Recarm', 'Tarukaja', 'Dekunda']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Recarm']
INFO:root:['Wind Boost', 'Patra', 'Rakukaja', 'Diarahan']
INFO:root:['Diarama', 'Sukukaja', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Wind Boost', 'Masukunda', 'Recarm']
INFO:root:['Recarm', 'Masukunda', 'Sukukaja', 'Patra']
INFO:root:['Tarukaja', 'Sukukaja', 'Patra', 'Diarama']
INFO:root:['Patra', 'Diarama', 'Mind Charge', 'Sukukaja']
INFO:root:['Rakukaja', 'Dekunda', 'Patra', 'Null Dark']
INFO:root:['Patra', 'Rakukaja', 'Megido', 'Dekunda']
INFO:root:['Patra', 'Diarama', 'Tarukaja', 'Sukukaja']
INFO:root:['Masukunda', 'Recarm', 'Sukukaja', 'Patra']
INFO:root:['Rakukaja', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Diarahan', 'Tarukaja', 'Recarm']
INFO:root:['Rakukaja', 'Diarahan', 'Sukukaja', 'Tarukaja']
INFO:root:['Megido', 'Recarm', 'Patra', 'Wind Boost']
INFO:root:['Wind Boost', 'Mind Charge', 'Diarahan', 'Patra']
INFO:root:['Masukunda', 'Patra', 'Null Dark', 'Mind Charge']
INFO:root:['Growth 3', 'Mind Charge', 'Diarama', 'Tarukaja']
INFO:root:['Mind Charge', 'Patra', 'Dekunda', 'Mazionga']
INFO:root:['Rakukaja', 'Patra', 'Dekunda', 'Sukukaja']
INFO:root:['Diarama', 'Recarm', 'Zio', 'Patra']
INFO:root:['Rakukaja', 'Recarm', 'Mind Charge', 'Tarukaja']
INFO:root:['Patra', 'Diarahan', 'Masukunda', 'Rakukaja']
INFO:root:['Patra', 'Zio', 'Mazionga', 'Diarama']
INFO:root:['Diarahan', 'Mazionga', 'Patra', 'Diarama']
INFO:root:['Wind Boost', 'Dekunda', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Tarukaja', 'Diarama', 'Recarm']
INFO:root:['Wind Amp', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Tarukaja', 'Patra', 'Panta Rhei', 'Sukukaja']
INFO:root:['Rakukaja', 'Diarama', 'Recarm', 'Sukukaja']
INFO:root:['Recarm', 'Diarama', 'Sukukaja', 'Patra']
INFO:root:['Patra', 'Diarahan', 'Dekunda', 'Diarama']
INFO:root:['Sukukaja', 'Patra', 'Diarahan', 'Tarukaja']
INFO:root:['Rakukaja', 'Patra', 'Diarahan', 'Masukunda']
INFO:root:['Sukukaja', 'Zio', 'Patra', 'Diarama']
INFO:root:['Diarahan', 'Diarama', 'Masukunda', 'Mazionga']
INFO:root:['Diarahan', 'Masukunda', 'Patra', 'Tarukaja']
INFO:root:['Recarm', 'Patra', 'Wind Boost', 'Diarama']
INFO:root:['Patra', 'Tarukaja', 'Rakukaja', 'Dekunda']
INFO:root:['Patra', 'Dekunda', 'Recarm', 'Rakukaja']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Recarm']
INFO:root:['Mind Charge', 'Patra', 'Diarahan', 'Recarm']
INFO:root:['Tarukaja', 'Diarahan', 'Zio', 'Patra']
INFO:root:['Patra', 'Dekunda', 'Rakukaja', 'Recarm']
INFO:root:['Tarukaja', 'Diarahan', 'Recarm', 'Diarama']
INFO:root:['Diarama', 'Sukukaja', 'Patra', 'Diarahan']
INFO:root:['Patra', 'Diarahan', 'Diarama', 'Wind Boost']
INFO:root:['Recarm', 'Tarukaja', 'Mind Charge', 'Rakukaja']
INFO:root:['Patra', 'Tarukaja', 'Diarama', 'Recarm']
INFO:root:['Dekunda', 'Patra', 'Wind Boost', 'Mazionga']
INFO:root:['Rakukaja', 'Diarama', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Sukukaja', 'Dekunda', 'Diarahan']
INFO:root:['Wind Boost', 'Masukunda', 'Sukukaja', 'Rakukaja']
INFO:root:['Patra', 'Dekunda', 'Wind Boost', 'Recarm']
INFO:root:['Patra', 'Zio', 'Tarukaja', 'Rakukaja']
INFO:root:['Recarm', 'Patra', 'Diarahan', 'Masukunda']
INFO:root:['Masukunda', 'Wind Boost', 'Patra', 'Diarama']
INFO:root:['Diarahan', 'Wind Boost', 'Patra', 'Zio']
INFO:root:['Patra', 'Dekunda', 'Megido', 'Recarm']
INFO:root:['Wind Boost', 'Diarama', 'Patra', 'Recarm']
INFO:root:['Sukukaja', 'Patra', 'Diarama', 'Masukunda']
INFO:root:['Mind Charge', 'Zio', 'Patra', 'Recarm']
INFO:root:['Patra', 'Tarukaja', 'Recarm', 'Diarahan']
INFO:root:['Tarukaja', 'Recarm', 'Patra', 'Diarama']
INFO:root:['Rakukaja', 'Patra', 'Diarama', 'Masukunda']
INFO:root:['Tarukaja', 'Diarama', 'Rakukaja', 'Diarahan']
INFO:root:['Diarahan', 'Zio', 'Diarama', 'Patra']
INFO:root:['Patra', 'Zio', 'Diarama', 'Masukunda']
INFO:root:['Rakukaja', 'Diarama', 'Patra', 'Recarm']
INFO:root:['Mazionga', 'Patra', 'Panta Rhei', 'Mind Charge']
INFO:root:['Recarm', 'Sukukaja', 'Rakukaja', 'Diarama']
INFO:root:['Patra', 'Rakukaja', 'Sukukaja', 'Diarahan']
INFO:root:['Diarama', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Diarahan', 'Tarukaja', 'Patra', 'Diarama']
INFO:root:['Tarukaja', 'Patra', 'Diarama', 'Recarm']
INFO:root:['Diarahan', 'Mind Charge', 'Rakukaja', 'Recarm']
INFO:root:['Recarm', 'Patra', 'Zio', 'Sukukaja']
INFO:root:['Dekunda', 'Patra', 'Sukukaja', 'Mind Charge']
INFO:root:['Rakukaja', 'Sukukaja', 'Patra', 'Wind Boost']
INFO:root:['Sukukaja', 'Masukunda', 'Recarm', 'Patra']
INFO:root:['Sukukaja', 'Wind Amp', 'Dekunda', 'Masukunda']
INFO:root:['Patra', 'Recarm', 'Diarahan', 'Wind Boost']
INFO:root:['Patra', 'Dekunda', 'Recarm', 'Diarahan']
INFO:root:['Diarama', 'Patra', 'Recarm', 'Tarukaja']
INFO:root:['Recarm', 'Patra', 'Dekunda', 'Sukukaja']
INFO:root:['Patra', 'Recarm', 'Wind Boost', 'Diarama']
INFO:root:['Patra', 'Mind Charge', 'Tarukaja', 'Diarahan']
INFO:root:['Wind Amp', 'Dekunda', 'Rakukaja', 'Recarm']
INFO:root:['Diarahan', 'Diarama', 'Patra', 'Zio']
INFO:root:['Tarukaja', 'Mind Charge', 'Patra', 'Recarm']
INFO:root:['Sukukaja', 'Rakukaja', 'Patra', 'Recarm']
INFO:root:['Patra', 'Recarm', 'Zio', 'Masukunda']
INFO:root:['Patra', 'Diarama', 'Wind Boost', 'Sukukaja']
INFO:root:['Wind Amp', 'Diarama', 'Null Dark', 'Patra']
INFO:root:['Masukunda', 'Rakukaja', 'Patra', 'Diarama']
INFO:root:['Patra', 'Diarahan', 'Diarama', 'Dekunda']
INFO:root:['Patra', 'Recarm', 'Dekunda', 'Zio']
INFO:root:['Wind Amp', 'Patra', 'Zio', 'Masukunda']
INFO:root:['Patra', 'Tarukaja', 'Diarahan', 'Masukunda']
INFO:root:['Patra', 'Diarama', 'Diarahan', 'Tarukaja']
INFO:root:['Diarahan', 'Rakukaja', 'Zio', 'Patra']
INFO:root:['Rakukaja', 'Diarahan', 'Dekunda', 'Diarama']
INFO:root:['Diarama', 'Rakukaja', 'Dekunda', 'Mind Charge']
INFO:root:['Patra', 'Rakukaja', 'Zio', 'Diarama']
INFO:root:['Patra', 'Rakukaja', 'Dekunda', 'Sukukaja']
INFO:root:['Recarm', 'Rakukaja', 'Zio', 'Diarama']
INFO:root:['Masukunda', 'Sukukaja', 'Patra', 'Dekunda']
INFO:root:['Masukunda', 'Zio', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Zio', 'Dekunda', 'Diarama']
INFO:root:['Rakukaja', 'Diarama', 'Patra', 'Masukunda']
INFO:root:['Patra', 'Rakukaja', 'Zio', 'Tarukaja']
INFO:root:['Patra', 'Sukukaja', 'Diarahan', 'Rakukaja']
INFO:root:['Diarahan', 'Patra', 'Sukukaja', 'Zio']
INFO:root:['Patra', 'Panta Rhei', 'Sukukaja', 'Tarukaja']
INFO:root:['Sukukaja', 'Patra', 'Rakukaja', 'Diarahan']
INFO:root:['Growth 3', 'Tarukaja', 'Sukukaja', 'Patra']
INFO:root:['Patra', 'Diarama', 'Tarukaja', 'Diarahan']
INFO:root:['Patra', 'Zio', 'Recarm', 'Wind Boost']
INFO:root:['Patra', 'Rakukaja', 'Masukunda', 'Recarm']
INFO:root:['Diarahan', 'Recarm', 'Mazionga', 'Zio']
INFO:root:['Patra', 'Diarama', 'Tarukaja', 'Recarm']
INFO:root:['Recarm', 'Diarahan', 'Patra', 'Diarama']
INFO:root:['Patra', 'Rakukaja', 'Tarukaja', 'Diarama']
INFO:root:['Recarm', 'Tarukaja', 'Dekunda', 'Wind Boost']
INFO:root:['Tarukaja', 'Dekunda', 'Diarama', 'Masukunda']
INFO:root:['Wind Boost', 'Sukukaja', 'Recarm', 'Patra']
INFO:root:['Diarahan', 'Tarukaja', 'Dekunda', 'Sukukaja']
INFO:root:['Diarahan', 'Patra', 'Tarukaja', 'Diarama']
INFO:root:['Recarm', 'Rakukaja', 'Tarukaja', 'Patra']
INFO:root:['Diarama', 'Mind Charge', 'Sukukaja', 'Diarahan']
INFO:root:['Dekunda', 'Tarukaja', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Recarm', 'Masukunda', 'Tarukaja']
INFO:root:['Diarama', 'Patra', 'Rakukaja', 'Recarm']
INFO:root:['Diarahan', 'Recarm', 'Patra', 'Diarama']
INFO:root:['Wind Amp', 'Patra', 'Recarm', 'Diarama']
INFO:root:['Diarama', 'Dekunda', 'Recarm', 'Patra']
INFO:root:['Rakukaja', 'Patra', 'Sukukaja', 'Mind Charge']
INFO:root:['Diarama', 'Rakukaja', 'Patra', 'Zio']
INFO:root:['Tarukaja', 'Dekunda', 'Diarahan', 'Zio']
INFO:root:['Rakukaja', 'Dekunda', 'Patra', 'Sukukaja']
INFO:root:['Wind Boost', 'Diarama', 'Mind Charge', 'Recarm']
INFO:root:['Rakukaja', 'Zio', 'Patra', 'Sukukaja']
INFO:root:['Mind Charge', 'Masukunda', 'Wind Boost', 'Tarukaja']
INFO:root:['Dekunda', 'Diarahan', 'Growth 3', 'Diarama']
INFO:root:['Tarukaja', 'Patra', 'Diarama', 'Rakukaja']
INFO:root:['Growth 3', 'Masukunda', 'Patra', 'Dekunda']
INFO:root:['Tarukaja', 'Rakukaja', 'Diarama', 'Dekunda']
INFO:root:['Wind Amp', 'Diarama', 'Rakukaja', 'Sukukaja']
INFO:root:['Diarama', 'Mazionga', 'Sukukaja', 'Zio']
INFO:root:['Diarahan', 'Patra', 'Rakukaja', 'Diarama']
INFO:root:['Patra', 'Recarm', 'Diarama', 'Masukunda']
INFO:root:['Patra', 'Sukukaja', 'Dekunda', 'Recarm']
INFO:root:['Patra', 'Diarama', 'Mind Charge', 'Recarm']
INFO:root:['Mind Charge', 'Dekunda', 'Mazionga', 'Zio']
INFO:root:['Rakukaja', 'Patra', 'Diarahan', 'Sukukaja']
INFO:root:['Sukukaja', 'Rakukaja', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Tarukaja', 'Dekunda', 'Rakukaja']
INFO:root:['Wind Boost', 'Recarm', 'Patra', 'Diarama']
INFO:root:['Megido', 'Rakukaja', 'Patra', 'Zio']
INFO:root:['Sukukaja', 'Patra', 'Zio', 'Tarukaja']
INFO:root:['Tarukaja', 'Diarama', 'Mind Charge', 'Patra']
INFO:root:['Sukukaja', 'Masukunda', 'Patra', 'Tarukaja']
INFO:root:['Recarm', 'Masukunda', 'Patra', 'Mind Charge']
INFO:root:['Patra', 'Diarahan', 'Tarukaja', 'Recarm']
INFO:root:['Diarahan', 'Masukunda', 'Sukukaja', 'Patra']
INFO:root:['Diarama', 'Mind Charge', 'Rakukaja', 'Patra']
INFO:root:['Patra', 'Sukukaja', 'Tarukaja', 'Rakukaja']
INFO:root:['Masukunda', 'Tarukaja', 'Zio', 'Sukukaja']
INFO:root:['Dekunda', 'Rakukaja', 'Patra', 'Mind Charge']
INFO:root:['Diarama', 'Patra', 'Rakukaja', 'Masukunda']
INFO:root:['Mazionga', 'Zio', 'Rakukaja', 'Growth 3']
INFO:root:['Patra', 'Dekunda', 'Masukunda', 'Tarukaja']
INFO:root:['Wind Boost', 'Sukukaja', 'Tarukaja', 'Rakukaja']
INFO:root:['Diarahan', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Sukukaja', 'Tarukaja', 'Recarm']
INFO:root:['Recarm', 'Sukukaja', 'Dekunda', 'Rakukaja']
INFO:root:['Recarm', 'Patra', 'Zio', 'Diarahan']
INFO:root:['Mind Charge', 'Diarahan', 'Patra', 'Sukukaja']
INFO:root:['Mind Charge', 'Sukukaja', 'Rakukaja', 'Zio']
INFO:root:['Tarukaja', 'Patra', 'Zio', 'Dekunda']
INFO:root:['Diarama', 'Mind Charge', 'Zio', 'Tarukaja']
INFO:root:['Diarama', 'Sukukaja', 'Recarm', 'Patra']
INFO:root:['Patra', 'Sukukaja', 'Masukunda', 'Recarm']
INFO:root:['Diarama', 'Panta Rhei', 'Patra', 'Recarm']
INFO:root:['Tarukaja', 'Patra', 'Zio', 'Rakukaja']
INFO:root:['Patra', 'Recarm', 'Diarama', 'Zio']
INFO:root:['Wind Boost', 'Recarm', 'Patra', 'Rakukaja']
INFO:root:['Diarahan', 'Rakukaja', 'Sukukaja', 'Diarama']
INFO:root:['Patra', 'Diarama', 'Dekunda', 'Diarahan']
INFO:root:['Diarama', 'Patra', 'Tarukaja', 'Recarm']
INFO:root:['Recarm', 'Patra', 'Diarahan', 'Growth 3']
INFO:root:['Diarama', 'Tarukaja', 'Dekunda', 'Recarm']
INFO:root:['Recarm', 'Sukukaja', 'Dekunda', 'Tarukaja']
INFO:root:['Patra', 'Rakukaja', 'Tarukaja', 'Sukukaja']
INFO:root:['Null Dark', 'Patra', 'Sukukaja', 'Zio']
INFO:root:['Diarama', 'Recarm', 'Patra', 'Dekunda']
INFO:root:['Recarm', 'Diarama', 'Diarahan', 'Rakukaja']
INFO:root:['Null Dark', 'Patra', 'Mazionga', 'Diarama']
INFO:root:['Rakukaja', 'Recarm', 'Diarama', 'Diarahan']
INFO:root:['Patra', 'Rakukaja', 'Tarukaja', 'Dekunda']
INFO:root:['Patra', 'Mind Charge', 'Zio', 'Megido']
INFO:root:['Rakukaja', 'Patra', 'Sukukaja', 'Zio']
INFO:root:['Recarm', 'Patra', 'Rakukaja', 'Mind Charge']
INFO:root:['Recarm', 'Rakukaja', 'Tarukaja', 'Patra']
INFO:root:['Diarahan', 'Masukunda', 'Tarukaja', 'Mind Charge']
INFO:root:['Recarm', 'Rakukaja', 'Tarukaja', 'Sukukaja']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Recarm']
INFO:root:['Patra', 'Megido', 'Recarm', 'Tarukaja']
INFO:root:['Rakukaja', 'Patra', 'Dekunda', 'Wind Boost']
INFO:root:['Masukunda', 'Tarukaja', 'Dekunda', 'Rakukaja']
INFO:root:['Patra', 'Diarahan', 'Tarukaja', 'Diarama']
INFO:root:['Patra', 'Sukukaja', 'Recarm', 'Megido']
INFO:root:['Dekunda', 'Recarm', 'Diarahan', 'Wind Boost']
INFO:root:['Patra', 'Diarahan', 'Masukunda', 'Tarukaja']
INFO:root:['Recarm', 'Rakukaja', 'Masukunda', 'Tarukaja']
INFO:root:['Tarukaja', 'Diarama', 'Recarm', 'Rakukaja']
INFO:root:['Patra', 'Tarukaja', 'Diarama', 'Zio']
INFO:root:['Masukunda', 'Wind Boost', 'Tarukaja', 'Zio']
INFO:root:['Patra', 'Sukukaja', 'Growth 3', 'Diarama']
INFO:root:['Masukunda', 'Tarukaja', 'Patra', 'Diarama']
INFO:root:['Mazionga', 'Patra', 'Diarama', 'Masukunda']
INFO:root:['Sukukaja', 'Patra', 'Wind Boost', 'Zio']
INFO:root:['Patra', 'Sukukaja', 'Masukunda', 'Rakukaja']
INFO:root:['Patra', 'Tarukaja', 'Diarama', 'Diarahan']
INFO:root:['Diarama', 'Patra', 'Zio', 'Masukunda']
INFO:root:['Recarm', 'Patra', 'Dekunda', 'Rakukaja']
INFO:root:['Rakukaja', 'Tarukaja', 'Masukunda', 'Patra']
INFO:root:['Dekunda', 'Patra', 'Diarahan', 'Diarama']
INFO:root:['Rakukaja', 'Diarama', 'Patra', 'Recarm']
INFO:root:['Diarahan', 'Diarama', 'Patra', 'Masukunda']
INFO:root:['Patra', 'Recarm', 'Dekunda', 'Mind Charge']
INFO:root:['Tarukaja', 'Mind Charge', 'Patra', 'Diarama']
INFO:root:['Diarahan', 'Patra', 'Sukukaja', 'Rakukaja']
INFO:root:['Null Dark', 'Patra', 'Rakukaja', 'Tarukaja']
INFO:root:['Diarahan', 'Diarama', 'Recarm', 'Tarukaja']
INFO:root:['Patra', 'Recarm', 'Tarukaja', 'Zio']
INFO:root:['Masukunda', 'Zio', 'Growth 3', 'Diarama']
INFO:root:['Masukunda', 'Patra', 'Growth 3', 'Sukukaja']
INFO:root:['Patra', 'Diarahan', 'Recarm', 'Rakukaja']
INFO:root:['Wind Amp', 'Recarm', 'Diarahan', 'Patra']
INFO:root:['Dekunda', 'Masukunda', 'Sukukaja', 'Diarama']
INFO:root:['Diarahan', 'Mind Charge', 'Zio', 'Sukukaja']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Growth 3']
INFO:root:['Patra', 'Zio', 'Diarahan', 'Recarm']
INFO:root:['Patra', 'Rakukaja', 'Diarama', 'Mind Charge']
INFO:root:['Mind Charge', 'Tarukaja', 'Rakukaja', 'Patra']
INFO:root:['Recarm', 'Growth 3', 'Diarama', 'Tarukaja']
INFO:root:['Patra', 'Recarm', 'Diarahan', 'Mind Charge']
INFO:root:['Megido', 'Masukunda', 'Recarm', 'Patra']
INFO:root:['Patra', 'Diarahan', 'Wind Amp', 'Dekunda']
INFO:root:['Diarama', 'Patra', 'Zio', 'Null Dark']
INFO:root:['Rakukaja', 'Diarama', 'Diarahan', 'Dekunda']
INFO:root:['Diarahan', 'Mind Charge', 'Patra', 'Masukunda']
INFO:root:['Tarukaja', 'Dekunda', 'Recarm', 'Patra']
INFO:root:['Diarama', 'Diarahan', 'Patra', 'Dekunda']
INFO:root:['Dekunda', 'Patra', 'Diarama', 'Tarukaja']
INFO:root:['Patra', 'Sukukaja', 'Recarm', 'Diarahan']
INFO:root:['Rakukaja', 'Tarukaja', 'Patra', 'Recarm']
INFO:root:['Diarahan', 'Zio', 'Rakukaja', 'Diarama']
INFO:root:['Patra', 'Tarukaja', 'Masukunda', 'Sukukaja']
INFO:root:['Wind Amp', 'Mazionga', 'Mind Charge', 'Diarahan']
INFO:root:['Patra', 'Zio', 'Tarukaja', 'Mind Charge']
INFO:root:['Patra', 'Wind Boost', 'Dekunda', 'Diarahan']
INFO:root:['Patra', 'Dekunda', 'Diarama', 'Tarukaja']
INFO:root:['Patra', 'Sukukaja', 'Mazionga', 'Dekunda']
INFO:root:['Masukunda', 'Tarukaja', 'Sukukaja', 'Wind Boost']
INFO:root:['Dekunda', 'Rakukaja', 'Diarama', 'Patra']
INFO:root:['Sukukaja', 'Patra', 'Null Dark', 'Megido']
INFO:root:['Mind Charge', 'Recarm', 'Diarahan', 'Tarukaja']
INFO:root:['Diarahan', 'Rakukaja', 'Patra', 'Growth 3']
INFO:root:['Patra', 'Sukukaja', 'Recarm', 'Diarahan']
INFO:root:['Recarm', 'Patra', 'Mind Charge', 'Diarama']
INFO:root:['Patra', 'Diarama', 'Masukunda', 'Sukukaja']
INFO:root:['Sukukaja', 'Panta Rhei', 'Recarm', 'Diarama']
INFO:root:['Sukukaja', 'Recarm', 'Zio', 'Patra']
INFO:root:['Diarama', 'Zio', 'Patra', 'Diarahan']
INFO:root:['Patra', 'Recarm', 'Diarama', 'Tarukaja']
INFO:root:['Rakukaja', 'Recarm', 'Growth 3', 'Patra']
INFO:root:['Patra', 'Recarm', 'Wind Amp', 'Tarukaja']
INFO:root:['Patra', 'Diarama', 'Growth 3', 'Tarukaja']
INFO:root:['Recarm', 'Patra', 'Diarahan', 'Rakukaja']
INFO:root:['Patra', 'Diarama', 'Dekunda', 'Zio']
INFO:root:['Diarama', 'Masukunda', 'Patra', 'Sukukaja']
INFO:root:['Recarm', 'Patra', 'Tarukaja', 'Diarama']
INFO:root:['Recarm', 'Diarama', 'Tarukaja', 'Rakukaja']
INFO:root:['Tarukaja', 'Patra', 'Recarm', 'Diarahan']
INFO:root:['Tarukaja', 'Rakukaja', 'Patra', 'Mind Charge']
INFO:root:['Diarama', 'Patra', 'Diarahan', 'Mind Charge']
INFO:root:['Patra', 'Diarama', 'Rakukaja', 'Tarukaja']
INFO:root:['Patra', 'Wind Amp', 'Diarahan', 'Tarukaja']
INFO:root:['Tarukaja', 'Patra', 'Diarahan', 'Mind Charge']
INFO:root:['Tarukaja', 'Mind Charge', 'Masukunda', 'Dekunda']
INFO:root:['Tarukaja', 'Patra', 'Masukunda', 'Diarama']
INFO:root:['Diarahan', 'Recarm', 'Diarama', 'Dekunda']
INFO:root:['Diarahan', 'Rakukaja', 'Masukunda', 'Patra']
INFO:root:['Rakukaja', 'Patra', 'Diarama', 'Sukukaja']
INFO:root:['Tarukaja', 'Recarm', 'Patra', 'Diarama']
INFO:root:['Rakukaja', 'Dekunda', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Dekunda', 'Diarama', 'Recarm']
INFO:root:['Patra', 'Rakukaja', 'Growth 3', 'Diarama']
INFO:root:['Recarm', 'Diarahan', 'Patra', 'Diarama']
INFO:root:['Diarahan', 'Patra', 'Tarukaja', 'Mind Charge']
INFO:root:['Sukukaja', 'Recarm', 'Rakukaja', 'Patra']
INFO:root:['Patra', 'Diarama', 'Recarm', 'Wind Boost']
INFO:root:['Mind Charge', 'Masukunda', 'Diarahan', 'Diarama']
INFO:root:['Recarm', 'Sukukaja', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Growth 3', 'Diarahan', 'Tarukaja']
INFO:root:['Patra', 'Recarm', 'Diarahan', 'Tarukaja']
INFO:root:['Wind Boost', 'Sukukaja', 'Diarama', 'Recarm']
INFO:root:['Patra', 'Diarahan', 'Recarm', 'Tarukaja']
INFO:root:['Patra', 'Diarama', 'Tarukaja', 'Masukunda']
INFO:root:['Patra', 'Rakukaja', 'Wind Boost', 'Dekunda']
INFO:root:['Wind Amp', 'Mind Charge', 'Diarahan', 'Wind Amp']
INFO:root:['Mind Charge', 'Diarama', 'Patra', 'Recarm']
INFO:root:['Patra', 'Masukunda', 'Diarahan', 'Dekunda']
INFO:root:['Patra', 'Sukukaja', 'Tarukaja', 'Diarama']
INFO:root:['Diarahan', 'Recarm', 'Patra', 'Dekunda']
INFO:root:['Diarama', 'Patra', 'Tarukaja', 'Rakukaja']
INFO:root:['Patra', 'Sukukaja', 'Rakukaja', 'Masukunda']
INFO:root:['Mazionga', 'Patra', 'Diarama', 'Sukukaja']
INFO:root:['Sukukaja', 'Recarm', 'Dekunda', 'Tarukaja']
INFO:root:['Patra', 'Wind Amp', 'Tarukaja', 'Mazionga']
INFO:root:['Rakukaja', 'Diarama', 'Recarm', 'Patra']
INFO:root:['Patra', 'Sukukaja', 'Diarama', 'Mind Charge']
INFO:root:['Patra', 'Diarama', 'Recarm', 'Mind Charge']
INFO:root:['Diarama', 'Wind Boost', 'Patra', 'Rakukaja']
INFO:root:['Wind Amp', 'Patra', 'Mind Charge', 'Null Dark']
INFO:root:['Sukukaja', 'Patra', 'Diarama', 'Masukunda']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Diarahan']
INFO:root:['Mind Charge', 'Zio', 'Patra', 'Rakukaja']
INFO:root:['Diarama', 'Diarahan', 'Patra', 'Mind Charge']
INFO:root:['Patra', 'Masukunda', 'Tarukaja', 'Zio']
INFO:root:['Diarama', 'Sukukaja', 'Masukunda', 'Zio']
INFO:root:['Wind Amp', 'Patra', 'Sukukaja', 'Rakukaja']
INFO:root:['Sukukaja', 'Masukunda', 'Patra', 'Diarama']
INFO:root:['Tarukaja', 'Patra', 'Diarama', 'Masukunda']
INFO:root:['Patra', 'Null Dark', 'Wind Boost', 'Diarama']
INFO:root:['Patra', 'Diarahan', 'Tarukaja', 'Rakukaja']
INFO:root:['Diarama', 'Diarahan', 'Recarm', 'Wind Boost']
INFO:root:['Rakukaja', 'Patra', 'Masukunda', 'Mind Charge']
INFO:root:['Patra', 'Diarahan', 'Megido', 'Masukunda']
INFO:root:['Wind Amp', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Rakukaja', 'Tarukaja', 'Masukunda', 'Recarm']
INFO:root:['Tarukaja', 'Patra', 'Megido', 'Diarahan']
INFO:root:['Masukunda', 'Sukukaja', 'Diarama', 'Patra']
INFO:root:['Tarukaja', 'Sukukaja', 'Patra', 'Recarm']
INFO:root:['Diarama', 'Patra', 'Masukunda', 'Wind Boost']
INFO:root:['Recarm', 'Growth 3', 'Patra', 'Diarahan']
INFO:root:['Rakukaja', 'Dekunda', 'Diarahan', 'Zio']
INFO:root:['Sukukaja', 'Dekunda', 'Diarama', 'Recarm']
INFO:root:['Recarm', 'Mazionga', 'Zio', 'Sukukaja']
INFO:root:['Patra', 'Zio', 'Tarukaja', 'Dekunda']
INFO:root:['Sukukaja', 'Tarukaja', 'Rakukaja', 'Patra']
INFO:root:['Diarama', 'Diarahan', 'Patra', 'Recarm']
INFO:root:['Sukukaja', 'Diarahan', 'Patra', 'Masukunda']
INFO:root:['Patra', 'Masukunda', 'Rakukaja', 'Tarukaja']
INFO:root:['Diarahan', 'Patra', 'Diarama', 'Dekunda']
INFO:root:['Dekunda', 'Patra', 'Recarm', 'Sukukaja']
INFO:root:['Wind Amp', 'Diarama', 'Diarahan', 'Patra']
INFO:root:['Diarama', 'Patra', 'Megido', 'Sukukaja']
INFO:root:['Rakukaja', 'Patra', 'Mind Charge', 'Zio']
INFO:root:['Diarahan', 'Mind Charge', 'Patra', 'Diarama']
INFO:root:['Rakukaja', 'Recarm', 'Patra', 'Wind Boost']
INFO:root:['Rakukaja', 'Diarahan', 'Masukunda', 'Diarama']
