INFO:root:['Tarukaja', 'Charmdi', 'Patra', 'Megidolaon']
INFO:root:['Charmdi', 'Wind Amp', 'Patra', 'Tetrakarn']
INFO:root:['Patra', 'Sukukaja', 'Tarukaja', 'Salvation']
INFO:root:['Ziodyne', 'Sukukaja', 'Tarukaja', 'Charmdi']
INFO:root:['Patra', 'Wind Amp', 'Ziodyne', 'Tetrakarn']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Ziodyne', 'Tarukaja', 'Wind Amp']
INFO:root:['Charmdi', 'Salvation', 'Growth 3', 'Patra']
INFO:root:['Charmdi', 'Patra', 'Growth 3', 'Tarukaja']
INFO:root:['Garu', 'Charmdi', 'Sukukaja', 'Patra']
INFO:root:['Patra', 'Garu', 'Sukukaja', 'Tetrakarn']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Tetrakarn', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Tetrakarn', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Garu', 'Charmdi']
INFO:root:['Patra', 'Mind Charge', 'Charmdi', 'Garu']
INFO:root:['Charmdi', 'Counter', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Megido']
INFO:root:['Mind Charge', 'Patra', 'Tarukaja', 'Wind Amp']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tetrakarn']
INFO:root:['Charmdi', 'Garu', 'Salvation', 'Mind Charge']
INFO:root:['Sukukaja', 'Mind Charge', 'Patra', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Mind Charge']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Mind Charge']
INFO:root:['Sukukaja', 'Charmdi', 'Patra', 'Tarukaja']
INFO:root:['Garu', 'Charmdi', 'Patra', 'Sukukaja']
INFO:root:['Sukukaja', 'Patra', 'Garu', 'Wind Amp']
INFO:root:['Patra', 'Growth 3', 'Charmdi', 'Mind Charge']
INFO:root:['Sukukaja', 'Patra', 'Ziodyne', 'Charmdi']
INFO:root:['Patra', 'Garu', 'Tetrakarn', 'Charmdi']
INFO:root:['Sukukaja', 'Charmdi', 'Patra', 'Garu']
INFO:root:['Charmdi', 'Garu', 'Mind Charge', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Mind Charge', 'Salvation']
INFO:root:['Tetrakarn', 'Wind Amp', 'Tarukaja', 'Sukukaja']
INFO:root:['Tarukaja', 'Sukukaja', 'Growth 3', 'Patra']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Megido']
INFO:root:['Patra', 'Growth 3', 'Ziodyne', 'Tarukaja']
INFO:root:['Charmdi', 'Tetrakarn', 'Tarukaja', 'Mind Charge']
INFO:root:['Salvation', 'Patra', 'Garu', 'Charmdi']
INFO:root:['Salvation', 'Charmdi', 'Patra', 'Garu']
INFO:root:['Sukukaja', 'Charmdi', 'Mind Charge', 'Patra']
INFO:root:['Charmdi', 'Salvation', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Sukukaja', 'Ziodyne', 'Counter']
INFO:root:['Tarukaja', 'Charmdi', 'Sukukaja', 'Salvation']
INFO:root:['Sukukaja', 'Mind Charge', 'Patra', 'Charmdi']
INFO:root:['Charmdi', 'Sukukaja', 'Garu', 'Tetrakarn']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Garu', 'Growth 3', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Mind Charge']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Mind Charge']
INFO:root:['Charmdi', 'Tetrakarn', 'Patra', 'Sukukaja']
INFO:root:['Salvation', 'Growth 3', 'Garu', 'Charmdi']
INFO:root:['Patra', 'Salvation', 'Tarukaja', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Mind Charge']
INFO:root:['Charmdi', 'Mind Charge', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Mind Charge', 'Charmdi', 'Tarukaja']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Counter']
INFO:root:['Tetrakarn', 'Sukukaja', 'Patra', 'Tarukaja']
INFO:root:['Sukukaja', 'Salvation', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Garu', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Sukukaja']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Sukukaja']
INFO:root:['Tarukaja', 'Patra', 'Mind Charge', 'Charmdi']
INFO:root:['Charmdi', 'Salvation', 'Patra', 'Garu']
INFO:root:['Patra', 'Garu', 'Tetrakarn', 'Charmdi']
INFO:root:['Salvation', 'Patra', 'Charmdi', 'Tarukaja']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Sukukaja', 'Charmdi', 'Patra', 'Garu']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Mind Charge']
INFO:root:['Tarukaja', 'Charmdi', 'Wind Amp', 'Garu']
INFO:root:['Sukukaja', 'Charmdi', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Garu']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Garu']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Salvation']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Tarukaja']
INFO:root:['Salvation', 'Mind Charge', 'Charmdi', 'Hama']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Ziodyne']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Mind Charge']
INFO:root:['Charmdi', 'Patra', 'Unshaken Will', 'Salvation']
INFO:root:['Garu', 'Patra', 'Sukukaja', 'Charmdi']
INFO:root:['Tarukaja', 'Charmdi', 'Patra', 'Garu']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Wind Amp']
INFO:root:['Salvation', 'Patra', 'Charmdi', 'Growth 3']
INFO:root:['Tetrakarn', 'Sukukaja', 'Charmdi', 'Patra']
INFO:root:['Patra', 'Growth 3', 'Tetrakarn', 'Tarukaja']
INFO:root:['Patra', 'Tetrakarn', 'Charmdi', 'Tarukaja']
INFO:root:['Growth 3', 'Charmdi', 'Counter', 'Sukukaja']
INFO:root:['Patra', 'Mind Charge', 'Tarukaja', 'Garu']
INFO:root:['Patra', 'Sukukaja', 'Growth 3', 'Tarukaja']
INFO:root:['Counter', 'Patra', 'Salvation', 'Charmdi']
INFO:root:['Garu', 'Sukukaja', 'Patra', 'Charmdi']
INFO:root:['Salvation', 'Tetrakarn', 'Sukukaja', 'Charmdi']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Garu']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Ziodyne']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Tarukaja']
INFO:root:['Wind Amp', 'Sukukaja', 'Charmdi', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Wind Amp']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Wind Amp', 'Tarukaja']
INFO:root:['Charmdi', 'Growth 3', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Sukukaja', 'Tarukaja', 'Charmdi']
INFO:root:['Tetrakarn', 'Sukukaja', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Wind Amp']
INFO:root:['Wind Amp', 'Patra', 'Tetrakarn', 'Tarukaja']
INFO:root:['Patra', 'Megidolaon', 'Charmdi', 'Garu']
INFO:root:['Patra', 'Mind Charge', 'Ziodyne', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Mind Charge', 'Salvation']
INFO:root:['Charmdi', 'Patra', 'Garu', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Wind Amp']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Spell Master']
INFO:root:['Patra', 'Sukukaja', 'Salvation', 'Charmdi']
INFO:root:['Tetrakarn', 'Patra', 'Wind Amp', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Mind Charge']
INFO:root:['Mind Charge', 'Patra', 'Megidolaon', 'Ziodyne']
INFO:root:['Charmdi', 'Tetrakarn', 'Tarukaja', 'Garu']
INFO:root:['Patra', 'Sukukaja', 'Garu', 'Tetrakarn']
INFO:root:['Patra', 'Sukukaja', 'Garu', 'Charmdi']
INFO:root:['Patra', 'Hama', 'Garu', 'Mind Charge']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Megidolaon']
INFO:root:['Patra', 'Salvation', 'Garu', 'Mind Charge']
INFO:root:['Patra', 'Mind Charge', 'Wind Amp', 'Charmdi']
INFO:root:['Salvation', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Salvation', 'Charmdi', 'Tetrakarn', 'Counter']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Mind Charge']
INFO:root:['Mind Charge', 'Patra', 'Salvation', 'Garu']
INFO:root:['Tetrakarn', 'Mind Charge', 'Patra', 'Garu']
INFO:root:['Garu', 'Charmdi', 'Patra', 'Counter']
INFO:root:['Patra', 'Charmdi', 'Wind Amp', 'Ziodyne']
INFO:root:['Patra', 'Garu', 'Sukukaja', 'Tarukaja']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Mind Charge']
INFO:root:['Mind Charge', 'Patra', 'Charmdi', 'Tarukaja']
INFO:root:['Sukukaja', 'Charmdi', 'Patra', 'Tetrakarn']
INFO:root:['Mind Charge', 'Patra', 'Charmdi', 'Megido']
INFO:root:['Growth 3', 'Patra', 'Tarukaja', 'Garu']
INFO:root:['Sukukaja', 'Tetrakarn', 'Charmdi', 'Salvation']
INFO:root:['Patra', 'Tetrakarn', 'Sukukaja', 'Mind Charge']
INFO:root:['Charmdi', 'Patra', 'Growth 3', 'Salvation']
INFO:root:['Salvation', 'Patra', 'Charmdi', 'Growth 3']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Mind Charge']
INFO:root:['Patra', 'Mind Charge', 'Charmdi', 'Garu']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Wind Amp']
INFO:root:['Patra', 'Wind Amp', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Mind Charge', 'Sukukaja', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Ziodyne', 'Charmdi', 'Hama', 'Mind Charge']
INFO:root:['Counter', 'Sukukaja', 'Spell Master', 'Mind Charge']
INFO:root:['Counter', 'Tarukaja', 'Charmdi', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Mind Charge', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Tetrakarn', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Garu', 'Salvation']
INFO:root:['Sukukaja', 'Growth 3', 'Wind Amp', 'Garu']
INFO:root:['Tarukaja', 'Patra', 'Salvation', 'Garu']
INFO:root:['Megidolaon', 'Garu', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Salvation']
INFO:root:['Patra', 'Garu', 'Spell Master', 'Tarukaja']
INFO:root:['Sukukaja', 'Garu', 'Patra', 'Charmdi']
INFO:root:['Sukukaja', 'Tetrakarn', 'Patra', 'Growth 3']
INFO:root:['Patra', 'Salvation', 'Charmdi', 'Mind Charge']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Ziodyne']
INFO:root:['Patra', 'Salvation', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Mind Charge', 'Sukukaja', 'Garu']
INFO:root:['Garu', 'Growth 3', 'Sukukaja', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Tetrakarn', 'Sukukaja']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Sukukaja']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Wind Amp']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Sukukaja', 'Garu', 'Patra', 'Mind Charge']
INFO:root:['Patra', 'Sukukaja', 'Garu', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Garu']
INFO:root:['Patra', 'Garu', 'Wind Amp', 'Charmdi']
INFO:root:['Patra', 'Salvation', 'Charmdi', 'Counter']
INFO:root:['Patra', 'Mind Charge', 'Charmdi', 'Salvation']
INFO:root:['Patra', 'Spell Master', 'Sukukaja', 'Garu']
INFO:root:['Patra', 'Sukukaja', 'Mind Charge', 'Tarukaja']
INFO:root:['Sukukaja', 'Counter', 'Charmdi', 'Salvation']
INFO:root:['Tarukaja', 'Charmdi', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Megido']
INFO:root:['Charmdi', 'Ziodyne', 'Patra', 'Wind Amp']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Growth 3']
INFO:root:['Salvation', 'Patra', 'Sukukaja', 'Charmdi']
INFO:root:['Charmdi', 'Sukukaja', 'Spell Master', 'Patra']
INFO:root:['Megido', 'Tetrakarn', 'Garu', 'Sukukaja']
INFO:root:['Tarukaja', 'Ziodyne', 'Sukukaja', 'Garu']
INFO:root:['Mind Charge', 'Salvation', 'Growth 3', 'Wind Amp']
INFO:root:['Mind Charge', 'Tetrakarn', 'Patra', 'Salvation']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Tarukaja']
INFO:root:['Megidolaon', 'Tarukaja', 'Patra', 'Megido']
INFO:root:['Hama', 'Patra', 'Counter', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Garu']
INFO:root:['Sukukaja', 'Garu', 'Charmdi', 'Spell Master']
INFO:root:['Patra', 'Counter', 'Salvation', 'Tarukaja']
INFO:root:['Patra', 'Salvation', 'Tarukaja', 'Charmdi']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Megidolaon']
INFO:root:['Patra', 'Garu', 'Megidolaon', 'Mind Charge']
INFO:root:['Charmdi', 'Garu', 'Patra', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Garu']
INFO:root:['Sukukaja', 'Charmdi', 'Tarukaja', 'Patra']
INFO:root:['Tarukaja', 'Charmdi', 'Megido', 'Patra']
INFO:root:['Salvation', 'Tarukaja', 'Charmdi', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Mind Charge']
INFO:root:['Patra', 'Salvation', 'Tarukaja', 'Mind Charge']
INFO:root:['Counter', 'Tarukaja', 'Patra', 'Garu']
INFO:root:['Charmdi', 'Patra', 'Salvation', 'Growth 3']
INFO:root:['Charmdi', 'Growth 3', 'Sukukaja', 'Patra']
INFO:root:['Charmdi', 'Patra', 'Counter', 'Garu']
INFO:root:['Garu', 'Charmdi', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Salvation', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Sukukaja', 'Tetrakarn', 'Charmdi']
INFO:root:['Charmdi', 'Tarukaja', 'Garu', 'Patra']
INFO:root:['Patra', 'Tetrakarn', 'Charmdi', 'Mind Charge']
INFO:root:['Tetrakarn', 'Patra', 'Mind Charge', 'Garu']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Garu']
INFO:root:['Patra', 'Sukukaja', 'Garu', 'Charmdi']
INFO:root:['Tarukaja', 'Garu', 'Charmdi', 'Patra']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Salvation']
INFO:root:['Tarukaja', 'Charmdi', 'Growth 3', 'Sukukaja']
INFO:root:['Tarukaja', 'Sukukaja', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Mind Charge', 'Tarukaja']
INFO:root:['Garu', 'Charmdi', 'Tarukaja', 'Unshaken Will']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Wind Amp']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Megido']
INFO:root:['Charmdi', 'Salvation', 'Patra', 'Sukukaja']
INFO:root:['Tetrakarn', 'Charmdi', 'Patra', 'Sukukaja']
INFO:root:['Charmdi', 'Tetrakarn', 'Patra', 'Mind Charge']
INFO:root:['Patra', 'Salvation', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Tarukaja']
INFO:root:['Charmdi', 'Spell Master', 'Patra', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Growth 3']
INFO:root:['Patra', 'Mind Charge', 'Growth 3', 'Tarukaja']
INFO:root:['Charmdi', 'Garu', 'Mind Charge', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Wind Amp', 'Sukukaja']
INFO:root:['Patra', 'Salvation', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Garu', 'Salvation', 'Sukukaja']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Tarukaja']
INFO:root:['Patra', 'Salvation', 'Tarukaja', 'Unshaken Will']
INFO:root:['Salvation', 'Tarukaja', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Wind Amp', 'Charmdi', 'Tarukaja']
INFO:root:['Ziodyne', 'Patra', 'Tetrakarn', 'Wind Amp']
INFO:root:['Salvation', 'Patra', 'Mind Charge', 'Charmdi']
INFO:root:['Sukukaja', 'Charmdi', 'Counter', 'Garu']
INFO:root:['Patra', 'Tarukaja', 'Megido', 'Counter']
INFO:root:['Patra', 'Charmdi', 'Hama', 'Counter']
INFO:root:['Garu', 'Patra', 'Tarukaja', 'Salvation']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Tetrakarn']
INFO:root:['Patra', 'Tarukaja', 'Ziodyne', 'Tetrakarn']
INFO:root:['Tarukaja', 'Charmdi', 'Patra', 'Salvation']
INFO:root:['Patra', 'Tetrakarn', 'Garu', 'Charmdi']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Garu']
INFO:root:['Patra', 'Tarukaja', 'Salvation', 'Charmdi']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Garu']
INFO:root:['Patra', 'Spell Master', 'Charmdi', 'Hama']
INFO:root:['Patra', 'Mind Charge', 'Counter', 'Tarukaja']
INFO:root:['Sukukaja', 'Patra', 'Tetrakarn', 'Charmdi']
INFO:root:['Megido', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Mind Charge', 'Wind Amp']
INFO:root:['Charmdi', 'Garu', 'Sukukaja', 'Ziodyne']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Growth 3', 'Charmdi', 'Tarukaja', 'Garu']
INFO:root:['Tarukaja', 'Patra', 'Charmdi', 'Mind Charge']
INFO:root:['Charmdi', 'Mind Charge', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Salvation', 'Garu', 'Ziodyne']
INFO:root:['Tetrakarn', 'Charmdi', 'Tarukaja', 'Patra']
INFO:root:['Mind Charge', 'Charmdi', 'Garu', 'Tarukaja']
INFO:root:['Tarukaja', 'Patra', 'Wind Amp', 'Tetrakarn']
INFO:root:['Counter', 'Sukukaja', 'Tetrakarn', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Sukukaja', 'Garu', 'Patra', 'Counter']
INFO:root:['Tarukaja', 'Patra', 'Sukukaja', 'Tetrakarn']
INFO:root:['Patra', 'Spell Master', 'Megidolaon', 'Salvation']
INFO:root:['Megido', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Mind Charge', 'Tarukaja', 'Garu']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Salvation']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Tarukaja']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Hama', 'Tarukaja']
INFO:root:['Megidolaon', 'Wind Amp', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Mind Charge', 'Tarukaja', 'Counter']
INFO:root:['Tarukaja', 'Tetrakarn', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Hama', 'Charmdi', 'Tarukaja']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Wind Amp']
INFO:root:['Patra', 'Charmdi', 'Hama', 'Garu']
INFO:root:['Salvation', 'Patra', 'Megido', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Mind Charge', 'Counter', 'Ziodyne']
INFO:root:['Patra', 'Charmdi', 'Growth 3', 'Ziodyne']
INFO:root:['Unshaken Will', 'Garu', 'Tarukaja', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Megido']
INFO:root:['Tarukaja', 'Patra', 'Salvation', 'Mind Charge']
INFO:root:['Charmdi', 'Patra', 'Garu', 'Sukukaja']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Tetrakarn', 'Charmdi', 'Sukukaja', 'Patra']
INFO:root:['Patra', 'Sukukaja', 'Mind Charge', 'Salvation']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Sukukaja']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Tetrakarn']
INFO:root:['Patra', 'Sukukaja', 'Tarukaja', 'Counter']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Salvation']
INFO:root:['Patra', 'Salvation', 'Sukukaja', 'Mind Charge']
INFO:root:['Patra', 'Sukukaja', 'Mind Charge', 'Tarukaja']
INFO:root:['Charmdi', 'Tarukaja', 'Mind Charge', 'Growth 3']
INFO:root:['Garu', 'Ziodyne', 'Unshaken Will', 'Patra']
INFO:root:['Patra', 'Growth 3', 'Charmdi', 'Tarukaja']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Tarukaja']
INFO:root:['Garu', 'Sukukaja', 'Mind Charge', 'Patra']
INFO:root:['Tarukaja', 'Patra', 'Mind Charge', 'Wind Amp']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Ziodyne']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Garu']
INFO:root:['Tarukaja', 'Charmdi', 'Patra', 'Tetrakarn']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Garu']
INFO:root:['Charmdi', 'Sukukaja', 'Garu', 'Patra']
INFO:root:['Charmdi', 'Patra', 'Tetrakarn', 'Garu']
INFO:root:['Garu', 'Charmdi', 'Sukukaja', 'Wind Amp']
INFO:root:['Sukukaja', 'Patra', 'Charmdi', 'Tarukaja']
INFO:root:['Patra', 'Tarukaja', 'Sukukaja', 'Charmdi']
INFO:root:['Patra', 'Mind Charge', 'Sukukaja', 'Charmdi']
INFO:root:['Charmdi', 'Patra', 'Sukukaja', 'Ziodyne']
INFO:root:['Patra', 'Garu', 'Ziodyne', 'Charmdi']
INFO:root:['Tarukaja', 'Patra', 'Garu', 'Sukukaja']
INFO:root:['Tarukaja', 'Patra', 'Wind Amp', 'Tetrakarn']
INFO:root:['Patra', 'Mind Charge', 'Tarukaja', 'Garu']
INFO:root:['Patra', 'Charmdi', 'Tetrakarn', 'Tarukaja']
INFO:root:['Charmdi', 'Garu', 'Patra', 'Counter']
INFO:root:['Patra', 'Tetrakarn', 'Charmdi', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Counter']
INFO:root:['Patra', 'Charmdi', 'Sukukaja', 'Growth 3']
INFO:root:['Tarukaja', 'Charmdi', 'Patra', 'Counter']
INFO:root:['Counter', 'Sukukaja', 'Garu', 'Charmdi']
INFO:root:['Sukukaja', 'Patra', 'Counter', 'Charmdi']
INFO:root:['Charmdi', 'Mind Charge', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Charmdi', 'Garu', 'Mind Charge']
INFO:root:['Patra', 'Counter', 'Tetrakarn', 'Charmdi']
INFO:root:['Patra', 'Garu', 'Charmdi', 'Salvation']
INFO:root:['Tarukaja', 'Patra', 'Salvation', 'Hama']
INFO:root:['Sukukaja', 'Patra', 'Tarukaja', 'Mind Charge']
INFO:root:['Patra', 'Charmdi', 'Spell Master', 'Counter']
INFO:root:['Charmdi', 'Sukukaja', 'Patra', 'Growth 3']
INFO:root:['Patra', 'Sukukaja', 'Garu', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Charmdi', 'Tetrakarn']
INFO:root:['Charmdi', 'Tetrakarn', 'Megidolaon', 'Patra']
INFO:root:['Patra', 'Counter', 'Charmdi', 'Sukukaja']
INFO:root:['Patra', 'Salvation', 'Charmdi', 'Tarukaja']
INFO:root:['Growth 3', 'Charmdi', 'Garu', 'Tarukaja']
INFO:root:['Patra', 'Tarukaja', 'Growth 3', 'Charmdi']
INFO:root:['Patra', 'Tarukaja', 'Growth 3', 'Charmdi']
INFO:root:['Sukukaja', 'Salvation', 'Patra', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Salvation']
INFO:root:['Sukukaja', 'Tarukaja', 'Charmdi', 'Patra']
INFO:root:['Patra', 'Charmdi', 'Salvation', 'Megido']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Tetrakarn']
INFO:root:['Patra', 'Spell Master', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Counter', 'Charmdi', 'Sukukaja']
INFO:root:['Growth 3', 'Patra', 'Sukukaja', 'Garu']
INFO:root:['Charmdi', 'Salvation', 'Patra', 'Tarukaja']
INFO:root:['Patra', 'Counter', 'Charmdi', 'Tetrakarn']
INFO:root:['Sukukaja', 'Tarukaja', 'Tetrakarn', 'Garu']
INFO:root:['Growth 3', 'Patra', 'Tarukaja', 'Charmdi']
INFO:root:['Patra', 'Charmdi', 'Tarukaja', 'Salvation']
INFO:root:['Salvation', 'Patra', 'Charmdi', 'Sukukaja']
INFO:root:['Megidolaon', 'Patra', 'Growth 3', 'Charmdi']
INFO:root:['Salvation', 'Charmdi', 'Tarukaja', 'Patra']
INFO:root:['Charmdi', 'Tarukaja', 'Patra', 'Garu']
INFO:root:['Salvation', 'Patra', 'Charmdi', 'Growth 3']
INFO:root:['Charmdi', 'Ziodyne', 'Patra', 'Sukukaja']
INFO:root:['Patra', 'Tetrakarn', 'Mind Charge', 'Tarukaja']
INFO:root:['Patra', 'Charmdi', 'Mind Charge', 'Ziodyne']
INFO:root:['Patra', 'Sukukaja', 'Charmdi', 'Tarukaja']
INFO:root:['Charmdi', 'Patra', 'Tarukaja', 'Sukukaja']
INFO:root:['Hama', 'Patra', 'Tetrakarn', 'Charmdi']
INFO:root:['Counter', 'Patra', 'Charmdi', 'Tarukaja']
