INFO:root:['Null Dark', 'Patra', 'Recarm', 'Sukukaja']
INFO:root:['Samsara', 'Patra', 'Mind Charge', 'Growth 3']
INFO:root:['Null Dark', 'Samsara', 'Spell Master', 'Diarahan']
INFO:root:['Wind Amp', 'Growth 3', 'Diarahan', 'Unshaken Will']
INFO:root:['Tarukaja', 'Patra', 'Mind Charge', 'Samsara']
INFO:root:['Samsara', 'Patra', 'Wind Amp', 'Marakunda']
INFO:root:['Diarahan', 'Patra', 'Sukukaja', 'Recarm']
INFO:root:['Growth 3', 'Null Dark', 'Unshaken Will', 'Samsara']
INFO:root:['Samsara', 'Growth 3', 'Patra', 'Wind Amp']
INFO:root:['Samsara', 'Null Dark', 'Spell Master', 'Wind Amp']
INFO:root:['Growth 3', 'Sukukaja', 'Samsara', 'Unshaken Will']
INFO:root:['Tarukaja', 'Mind Charge', 'Diarahan', 'Growth 3']
INFO:root:['Null Dark', 'Diarahan', 'Samsara', 'Marakunda']
INFO:root:['Wind Amp', 'Sukukaja', 'Patra', 'Marakunda']
INFO:root:['Tarukaja', 'Samsara', 'Wind Amp', 'Null Dark']
INFO:root:['Growth 3', 'Mind Charge', 'Patra', 'Marakunda']
INFO:root:['Growth 3', 'Samsara', 'Tarukaja', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Marakunda']
INFO:root:['Samsara', 'Patra', 'Spell Master', 'Wind Amp']
INFO:root:['Patra', 'Growth 3', 'Wind Amp', 'Null Dark']
INFO:root:['Growth 3', 'Null Dark', 'Sukukaja', 'Samsara']
INFO:root:['Samsara', 'Wind Amp', 'Spell Master', 'Null Dark']
INFO:root:['Samsara', 'Tarukaja', 'Wind Amp', 'Patra']
INFO:root:['Spell Master', 'Growth 3', 'Samsara', 'Mind Charge']
INFO:root:['Spell Master', 'Wind Amp', 'Null Dark', 'Tarukaja']
INFO:root:['Samsara', 'Growth 3', 'Wind Amp', 'Tarukaja']
INFO:root:['Growth 3', 'Samsara', 'Null Dark', 'Mind Charge']
INFO:root:['Wind Amp', 'Growth 3', 'Null Dark', 'Recarm']
INFO:root:['Patra', 'Spell Master', 'Sukukaja', 'Growth 3']
INFO:root:['Patra', 'Unshaken Will', 'Null Dark', 'Samsara']
INFO:root:['Sukukaja', 'Growth 3', 'Samsara', 'Patra']
INFO:root:['Tarukaja', 'Wind Amp', 'Patra', 'Samsara']
INFO:root:['Wind Amp', 'Diarahan', 'Samsara', 'Sukukaja']
INFO:root:['Sukukaja', 'Samsara', 'Growth 3', 'Marakunda']
INFO:root:['Samsara', 'Unshaken Will', 'Wind Amp', 'Growth 3']
INFO:root:['Wind Amp', 'Tarukaja', 'Mind Charge', 'Megidolaon']
INFO:root:['Wind Amp', 'Sukukaja', 'Samsara', 'Recarm']
INFO:root:['Tarukaja', 'Growth 3', 'Patra', 'Samsara']
INFO:root:['Sukukaja', 'Samsara', 'Tarukaja', 'Growth 3']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Patra']
INFO:root:['Growth 3', 'Mind Charge', 'Samsara', 'Tetrakarn']
INFO:root:['Spell Master', 'Recarm', 'Growth 3', 'Sukukaja']
INFO:root:['Samsara', 'Patra', 'Sukukaja', 'Growth 3']
INFO:root:['Samsara', 'Patra', 'Recarm', 'Growth 3']
INFO:root:['Patra', 'Wind Amp', 'Samsara', 'Sukukaja']
INFO:root:['Tarukaja', 'Wind Amp', 'Samsara', 'Patra']
INFO:root:['Patra', 'Samsara', 'Tetrakarn', 'Diarahan']
INFO:root:['Recarm', 'Tarukaja', 'Samsara', 'Null Dark']
INFO:root:['Samsara', 'Null Dark', 'Unshaken Will', 'Growth 3']
INFO:root:['Wind Amp', 'Null Dark', 'Spell Master', 'Sukukaja']
INFO:root:['Unshaken Will', 'Wind Amp', 'Sukukaja', 'Growth 3']
INFO:root:['Null Dark', 'Growth 3', 'Unshaken Will', 'Samsara']
INFO:root:['Samsara', 'Unshaken Will', 'Null Dark', 'Wind Amp']
INFO:root:['Samsara', 'Tetrakarn', 'Patra', 'Growth 3']
INFO:root:['Sukukaja', 'Samsara', 'Marakunda', 'Growth 3']
INFO:root:['Marakunda', 'Wind Amp', 'Growth 3', 'Spell Master']
INFO:root:['Megidolaon', 'Null Dark', 'Wind Amp', 'Samsara']
INFO:root:['Patra', 'Null Dark', 'Sukukaja', 'Samsara']
INFO:root:['Tetrakarn', 'Spell Master', 'Samsara', 'Wind Amp']
INFO:root:['Unshaken Will', 'Samsara', 'Null Dark', 'Patra']
INFO:root:['Samsara', 'Wind Amp', 'Mind Charge', 'Tarukaja']
INFO:root:['Wind Amp', 'Null Dark', 'Patra', 'Samsara']
INFO:root:['Patra', 'Null Dark', 'Samsara', 'Unshaken Will']
INFO:root:['Growth 3', 'Tarukaja', 'Tetrakarn', 'Samsara']
INFO:root:['Sukukaja', 'Patra', 'Null Dark', 'Samsara']
INFO:root:['Tetrakarn', 'Wind Amp', 'Diarahan', 'Growth 3']
INFO:root:['Recarm', 'Null Dark', 'Mind Charge', 'Samsara']
INFO:root:['Samsara', 'Growth 3', 'Patra', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Tarukaja', 'Mind Charge']
INFO:root:['Samsara', 'Sukukaja', 'Spell Master', 'Patra']
INFO:root:['Samsara', 'Patra', 'Wind Amp', 'Growth 3']
INFO:root:['Patra', 'Sukukaja', 'Marakunda', 'Spell Master']
INFO:root:['Wind Amp', 'Sukukaja', 'Samsara', 'Growth 3']
INFO:root:['Samsara', 'Null Dark', 'Tarukaja', 'Patra']
INFO:root:['Tarukaja', 'Growth 3', 'Marakunda', 'Wind Amp']
INFO:root:['Unshaken Will', 'Samsara', 'Growth 3', 'Wind Amp']
INFO:root:['Patra', 'Growth 3', 'Samsara', 'Diarahan']
INFO:root:['Patra', 'Sukukaja', 'Growth 3', 'Null Dark']
INFO:root:['Samsara', 'Sukukaja', 'Megidolaon', 'Growth 3']
INFO:root:['Mind Charge', 'Null Dark', 'Tarukaja', 'Patra']
INFO:root:['Samsara', 'Growth 3', 'Mind Charge', 'Recarm']
INFO:root:['Patra', 'Tarukaja', 'Spell Master', 'Growth 3']
INFO:root:['Growth 3', 'Samsara', 'Recarm', 'Sukukaja']
INFO:root:['Patra', 'Wind Amp', 'Samsara', 'Marakunda']
INFO:root:['Wind Amp', 'Samsara', 'Tarukaja', 'Growth 3']
INFO:root:['Mind Charge', 'Growth 3', 'Recarm', 'Samsara']
INFO:root:['Unshaken Will', 'Recarm', 'Growth 3', 'Tarukaja']
INFO:root:['Wind Amp', 'Samsara', 'Null Dark', 'Sukukaja']
INFO:root:['Wind Amp', 'Diarahan', 'Samsara', 'Growth 3']
INFO:root:['Mind Charge', 'Growth 3', 'Recarm', 'Tarukaja']
INFO:root:['Growth 3', 'Spell Master', 'Null Dark', 'Samsara']
INFO:root:['Samsara', 'Patra', 'Spell Master', 'Unshaken Will']
INFO:root:['Samsara', 'Wind Amp', 'Null Dark', 'Spell Master']
INFO:root:['Sukukaja', 'Megidolaon', 'Wind Amp', 'Tetrakarn']
INFO:root:['Samsara', 'Unshaken Will', 'Growth 3', 'Null Dark']
INFO:root:['Growth 3', 'Sukukaja', 'Wind Amp', 'Patra']
INFO:root:['Spell Master', 'Marakunda', 'Samsara', 'Wind Amp']
INFO:root:['Tarukaja', 'Samsara', 'Tetrakarn', 'Mind Charge']
INFO:root:['Null Dark', 'Growth 3', 'Patra', 'Wind Amp']
INFO:root:['Null Dark', 'Samsara', 'Tarukaja', 'Patra']
INFO:root:['Samsara', 'Wind Amp', 'Tarukaja', 'Growth 3']
INFO:root:['Tarukaja', 'Null Dark', 'Spell Master', 'Unshaken Will']
INFO:root:['Sukukaja', 'Wind Amp', 'Unshaken Will', 'Mind Charge']
INFO:root:['Patra', 'Null Dark', 'Samsara', 'Growth 3']
INFO:root:['Tarukaja', 'Patra', 'Growth 3', 'Null Dark']
INFO:root:['Growth 3', 'Samsara', 'Recarm', 'Tetrakarn']
INFO:root:['Patra', 'Null Dark', 'Growth 3', 'Wind Amp']
INFO:root:['Tarukaja', 'Patra', 'Growth 3', 'Sukukaja']
INFO:root:['Wind Amp', 'Samsara', 'Growth 3', 'Null Dark']
INFO:root:['Samsara', 'Tarukaja', 'Wind Amp', 'Growth 3']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Sukukaja']
INFO:root:['Wind Amp', 'Marakunda', 'Patra', 'Samsara']
INFO:root:['Tarukaja', 'Sukukaja', 'Unshaken Will', 'Growth 3']
INFO:root:['Patra', 'Tarukaja', 'Wind Amp', 'Growth 3']
INFO:root:['Patra', 'Null Dark', 'Sukukaja', 'Wind Amp']
INFO:root:['Sukukaja', 'Samsara', 'Patra', 'Wind Amp']
INFO:root:['Growth 3', 'Samsara', 'Null Dark', 'Spell Master']
INFO:root:['Samsara', 'Null Dark', 'Growth 3', 'Marakunda']
INFO:root:['Null Dark', 'Marakunda', 'Samsara', 'Mind Charge']
INFO:root:['Sukukaja', 'Null Dark', 'Wind Amp', 'Growth 3']
INFO:root:['Wind Amp', 'Samsara', 'Patra', 'Null Dark']
INFO:root:['Growth 3', 'Samsara', 'Unshaken Will', 'Patra']
INFO:root:['Samsara', 'Patra', 'Spell Master', 'Growth 3']
INFO:root:['Spell Master', 'Marakunda', 'Samsara', 'Growth 3']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Patra']
INFO:root:['Sukukaja', 'Wind Amp', 'Samsara', 'Patra']
INFO:root:['Wind Amp', 'Growth 3', 'Spell Master', 'Samsara']
INFO:root:['Spell Master', 'Patra', 'Marakunda', 'Unshaken Will']
INFO:root:['Wind Amp', 'Spell Master', 'Null Dark', 'Samsara']
INFO:root:['Null Dark', 'Samsara', 'Wind Amp', 'Growth 3']
INFO:root:['Growth 3', 'Unshaken Will', 'Null Dark', 'Tarukaja']
INFO:root:['Marakunda', 'Samsara', 'Growth 3', 'Diarahan']
INFO:root:['Growth 3', 'Samsara', 'Wind Amp', 'Tarukaja']
INFO:root:['Patra', 'Mind Charge', 'Null Dark', 'Tarukaja']
INFO:root:['Mind Charge', 'Growth 3', 'Null Dark', 'Samsara']
INFO:root:['Marakunda', 'Null Dark', 'Megidolaon', 'Growth 3']
INFO:root:['Null Dark', 'Spell Master', 'Wind Amp', 'Diarahan']
INFO:root:['Growth 3', 'Samsara', 'Sukukaja', 'Wind Amp']
INFO:root:['Samsara', 'Null Dark', 'Wind Amp', 'Unshaken Will']
INFO:root:['Patra', 'Spell Master', 'Wind Amp', 'Samsara']
INFO:root:['Samsara', 'Unshaken Will', 'Sukukaja', 'Wind Amp']
INFO:root:['Growth 3', 'Wind Amp', 'Null Dark', 'Tarukaja']
INFO:root:['Samsara', 'Wind Amp', 'Megidolaon', 'Sukukaja']
INFO:root:['Samsara', 'Recarm', 'Patra', 'Wind Amp']
INFO:root:['Growth 3', 'Samsara', 'Wind Amp', 'Tarukaja']
INFO:root:['Unshaken Will', 'Megidolaon', 'Patra', 'Growth 3']
INFO:root:['Growth 3', 'Marakunda', 'Sukukaja', 'Tetrakarn']
INFO:root:['Spell Master', 'Samsara', 'Sukukaja', 'Growth 3']
INFO:root:['Null Dark', 'Wind Amp', 'Patra', 'Spell Master']
INFO:root:['Patra', 'Wind Amp', 'Samsara', 'Growth 3']
INFO:root:['Null Dark', 'Growth 3', 'Wind Amp', 'Patra']
INFO:root:['Null Dark', 'Samsara', 'Growth 3', 'Diarahan']
INFO:root:['Patra', 'Megidolaon', 'Tarukaja', 'Wind Amp']
INFO:root:['Null Dark', 'Growth 3', 'Spell Master', 'Samsara']
INFO:root:['Patra', 'Sukukaja', 'Growth 3', 'Wind Amp']
INFO:root:['Wind Amp', 'Samsara', 'Tarukaja', 'Marakunda']
INFO:root:['Patra', 'Tarukaja', 'Wind Amp', 'Samsara']
INFO:root:['Wind Amp', 'Growth 3', 'Patra', 'Mind Charge']
INFO:root:['Patra', 'Wind Amp', 'Growth 3', 'Recarm']
INFO:root:['Samsara', 'Sukukaja', 'Null Dark', 'Growth 3']
INFO:root:['Patra', 'Recarm', 'Wind Amp', 'Mind Charge']
INFO:root:['Samsara', 'Recarm', 'Tetrakarn', 'Wind Amp']
INFO:root:['Tarukaja', 'Samsara', 'Mind Charge', 'Wind Amp']
INFO:root:['Spell Master', 'Null Dark', 'Samsara', 'Growth 3']
INFO:root:['Wind Amp', 'Sukukaja', 'Growth 3', 'Samsara']
INFO:root:['Null Dark', 'Wind Amp', 'Growth 3', 'Patra']
INFO:root:['Tarukaja', 'Wind Amp', 'Recarm', 'Samsara']
INFO:root:['Diarahan', 'Marakunda', 'Growth 3', 'Null Dark']
INFO:root:['Samsara', 'Megidolaon', 'Null Dark', 'Tarukaja']
INFO:root:['Diarahan', 'Samsara', 'Wind Amp', 'Patra']
INFO:root:['Samsara', 'Spell Master', 'Wind Amp', 'Patra']
INFO:root:['Spell Master', 'Growth 3', 'Recarm', 'Patra']
INFO:root:['Null Dark', 'Wind Amp', 'Growth 3', 'Samsara']
INFO:root:['Samsara', 'Growth 3', 'Wind Amp', 'Null Dark']
INFO:root:['Spell Master', 'Mind Charge', 'Samsara', 'Wind Amp']
INFO:root:['Wind Amp', 'Growth 3', 'Tarukaja', 'Recarm']
INFO:root:['Tarukaja', 'Samsara', 'Diarahan', 'Patra']
INFO:root:['Growth 3', 'Null Dark', 'Patra', 'Samsara']
INFO:root:['Samsara', 'Tetrakarn', 'Marakunda', 'Spell Master']
INFO:root:['Patra', 'Tarukaja', 'Wind Amp', 'Growth 3']
INFO:root:['Wind Amp', 'Null Dark', 'Samsara', 'Growth 3']
INFO:root:['Sukukaja', 'Tarukaja', 'Samsara', 'Null Dark']
INFO:root:['Samsara', 'Wind Amp', 'Growth 3', 'Marakunda']
INFO:root:['Diarahan', 'Mind Charge', 'Samsara', 'Sukukaja']
INFO:root:['Growth 3', 'Mind Charge', 'Samsara', 'Unshaken Will']
INFO:root:['Growth 3', 'Spell Master', 'Diarahan', 'Unshaken Will']
INFO:root:['Spell Master', 'Samsara', 'Marakunda', 'Mind Charge']
INFO:root:['Null Dark', 'Sukukaja', 'Growth 3', 'Samsara']
INFO:root:['Patra', 'Wind Amp', 'Unshaken Will', 'Samsara']
INFO:root:['Growth 3', 'Tarukaja', 'Sukukaja', 'Mind Charge']
INFO:root:['Patra', 'Null Dark', 'Spell Master', 'Growth 3']
INFO:root:['Growth 3', 'Tarukaja', 'Tetrakarn', 'Unshaken Will']
INFO:root:['Samsara', 'Recarm', 'Growth 3', 'Marakunda']
INFO:root:['Samsara', 'Growth 3', 'Wind Amp', 'Mind Charge']
INFO:root:['Sukukaja', 'Patra', 'Wind Amp', 'Samsara']
INFO:root:['Null Dark', 'Growth 3', 'Unshaken Will', 'Recarm']
INFO:root:['Wind Amp', 'Recarm', 'Patra', 'Growth 3']
INFO:root:['Marakunda', 'Null Dark', 'Wind Amp', 'Growth 3']
INFO:root:['Null Dark', 'Growth 3', 'Samsara', 'Spell Master']
INFO:root:['Wind Amp', 'Tarukaja', 'Samsara', 'Null Dark']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Diarahan']
INFO:root:['Null Dark', 'Samsara', 'Wind Amp', 'Growth 3']
INFO:root:['Samsara', 'Mind Charge', 'Unshaken Will', 'Spell Master']
INFO:root:['Samsara', 'Wind Amp', 'Growth 3', 'Patra']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Diarahan']
INFO:root:['Null Dark', 'Samsara', 'Megidolaon', 'Patra']
INFO:root:['Samsara', 'Wind Amp', 'Tarukaja', 'Spell Master']
INFO:root:['Growth 3', 'Marakunda', 'Spell Master', 'Samsara']
INFO:root:['Null Dark', 'Tetrakarn', 'Sukukaja', 'Wind Amp']
INFO:root:['Null Dark', 'Samsara', 'Spell Master', 'Growth 3']
INFO:root:['Sukukaja', 'Mind Charge', 'Patra', 'Growth 3']
INFO:root:['Samsara', 'Null Dark', 'Patra', 'Unshaken Will']
INFO:root:['Samsara', 'Recarm', 'Unshaken Will', 'Growth 3']
INFO:root:['Recarm', 'Samsara', 'Null Dark', 'Sukukaja']
INFO:root:['Growth 3', 'Wind Amp', 'Samsara', 'Unshaken Will']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Null Dark']
INFO:root:['Wind Amp', 'Null Dark', 'Samsara', 'Growth 3']
INFO:root:['Samsara', 'Growth 3', 'Unshaken Will', 'Sukukaja']
INFO:root:['Samsara', 'Null Dark', 'Patra', 'Growth 3']
INFO:root:['Recarm', 'Samsara', 'Patra', 'Wind Amp']
INFO:root:['Wind Amp', 'Marakunda', 'Patra', 'Sukukaja']
INFO:root:['Mind Charge', 'Unshaken Will', 'Patra', 'Samsara']
INFO:root:['Patra', 'Marakunda', 'Megidolaon', 'Recarm']
INFO:root:['Patra', 'Spell Master', 'Tetrakarn', 'Samsara']
INFO:root:['Growth 3', 'Samsara', 'Null Dark', 'Patra']
INFO:root:['Growth 3', 'Tarukaja', 'Samsara', 'Wind Amp']
INFO:root:['Unshaken Will', 'Wind Amp', 'Patra', 'Growth 3']
INFO:root:['Wind Amp', 'Marakunda', 'Recarm', 'Megidolaon']
INFO:root:['Patra', 'Growth 3', 'Unshaken Will', 'Samsara']
INFO:root:['Null Dark', 'Samsara', 'Unshaken Will', 'Diarahan']
INFO:root:['Growth 3', 'Tarukaja', 'Unshaken Will', 'Null Dark']
INFO:root:['Growth 3', 'Marakunda', 'Null Dark', 'Wind Amp']
INFO:root:['Null Dark', 'Growth 3', 'Wind Amp', 'Spell Master']
INFO:root:['Wind Amp', 'Patra', 'Diarahan', 'Spell Master']
INFO:root:['Wind Amp', 'Patra', 'Spell Master', 'Samsara']
INFO:root:['Tarukaja', 'Null Dark', 'Growth 3', 'Wind Amp']
INFO:root:['Samsara', 'Unshaken Will', 'Spell Master', 'Growth 3']
INFO:root:['Wind Amp', 'Growth 3', 'Mind Charge', 'Samsara']
INFO:root:['Mind Charge', 'Samsara', 'Patra', 'Wind Amp']
INFO:root:['Unshaken Will', 'Diarahan', 'Growth 3', 'Spell Master']
INFO:root:['Patra', 'Sukukaja', 'Spell Master', 'Tarukaja']
INFO:root:['Tarukaja', 'Patra', 'Null Dark', 'Spell Master']
INFO:root:['Megidolaon', 'Null Dark', 'Wind Amp', 'Samsara']
INFO:root:['Sukukaja', 'Samsara', 'Patra', 'Null Dark']
INFO:root:['Null Dark', 'Samsara', 'Unshaken Will', 'Wind Amp']
INFO:root:['Growth 3', 'Wind Amp', 'Sukukaja', 'Unshaken Will']
INFO:root:['Tarukaja', 'Samsara', 'Growth 3', 'Null Dark']
INFO:root:['Null Dark', 'Patra', 'Growth 3', 'Samsara']
INFO:root:['Samsara', 'Wind Amp', 'Tarukaja', 'Patra']
INFO:root:['Wind Amp', 'Sukukaja', 'Unshaken Will', 'Samsara']
INFO:root:['Samsara', 'Patra', 'Wind Amp', 'Null Dark']
INFO:root:['Wind Amp', 'Growth 3', 'Samsara', 'Diarahan']
INFO:root:['Null Dark', 'Patra', 'Samsara', 'Sukukaja']
INFO:root:['Samsara', 'Growth 3', 'Mind Charge', 'Sukukaja']
INFO:root:['Growth 3', 'Samsara', 'Wind Amp', 'Null Dark']
INFO:root:['Wind Amp', 'Spell Master', 'Growth 3', 'Unshaken Will']
INFO:root:['Patra', 'Sukukaja', 'Spell Master', 'Wind Amp']
INFO:root:['Patra', 'Sukukaja', 'Samsara', 'Growth 3']
INFO:root:['Samsara', 'Growth 3', 'Tetrakarn', 'Tarukaja']
INFO:root:['Unshaken Will', 'Samsara', 'Growth 3', 'Null Dark']
INFO:root:['Growth 3', 'Samsara', 'Patra', 'Tarukaja']
INFO:root:['Null Dark', 'Wind Amp', 'Sukukaja', 'Samsara']
INFO:root:['Null Dark', 'Growth 3', 'Marakunda', 'Patra']
INFO:root:['Unshaken Will', 'Samsara', 'Growth 3', 'Spell Master']
INFO:root:['Null Dark', 'Sukukaja', 'Samsara', 'Growth 3']
INFO:root:['Wind Amp', 'Samsara', 'Growth 3', 'Sukukaja']
INFO:root:['Null Dark', 'Wind Amp', 'Sukukaja', 'Samsara']
INFO:root:['Patra', 'Wind Amp', 'Samsara', 'Null Dark']
INFO:root:['Samsara', 'Spell Master', 'Sukukaja', 'Null Dark']
INFO:root:['Spell Master', 'Megidolaon', 'Tarukaja', 'Samsara']
INFO:root:['Null Dark', 'Sukukaja', 'Patra', 'Spell Master']
INFO:root:['Patra', 'Wind Amp', 'Samsara', 'Spell Master']
INFO:root:['Samsara', 'Wind Amp', 'Growth 3', 'Tarukaja']
INFO:root:['Null Dark', 'Megidolaon', 'Samsara', 'Diarahan']
INFO:root:['Null Dark', 'Wind Amp', 'Unshaken Will', 'Samsara']
INFO:root:['Growth 3', 'Patra', 'Samsara', 'Megidolaon']
INFO:root:['Samsara', 'Sukukaja', 'Mind Charge', 'Growth 3']
INFO:root:['Samsara', 'Patra', 'Tarukaja', 'Null Dark']
INFO:root:['Wind Amp', 'Samsara', 'Tarukaja', 'Diarahan']
INFO:root:['Patra', 'Marakunda', 'Growth 3', 'Spell Master']
INFO:root:['Megidolaon', 'Null Dark', 'Unshaken Will', 'Patra']
INFO:root:['Samsara', 'Growth 3', 'Wind Amp', 'Spell Master']
INFO:root:['Null Dark', 'Samsara', 'Growth 3', 'Tarukaja']
INFO:root:['Growth 3', 'Unshaken Will', 'Null Dark', 'Wind Amp']
INFO:root:['Wind Amp', 'Unshaken Will', 'Samsara', 'Growth 3']
INFO:root:['Samsara', 'Wind Amp', 'Tarukaja', 'Null Dark']
INFO:root:['Patra', 'Samsara', 'Null Dark', 'Marakunda']
INFO:root:['Patra', 'Growth 3', 'Unshaken Will', 'Samsara']
INFO:root:['Spell Master', 'Tetrakarn', 'Patra', 'Samsara']
INFO:root:['Null Dark', 'Tarukaja', 'Recarm', 'Spell Master']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Sukukaja']
INFO:root:['Marakunda', 'Recarm', 'Growth 3', 'Unshaken Will']
INFO:root:['Growth 3', 'Sukukaja', 'Recarm', 'Wind Amp']
INFO:root:['Mind Charge', 'Marakunda', 'Spell Master', 'Growth 3']
INFO:root:['Growth 3', 'Tarukaja', 'Samsara', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Growth 3', 'Recarm']
INFO:root:['Samsara', 'Megidolaon', 'Null Dark', 'Wind Amp']
INFO:root:['Tarukaja', 'Unshaken Will', 'Sukukaja', 'Samsara']
INFO:root:['Growth 3', 'Patra', 'Null Dark', 'Unshaken Will']
INFO:root:['Growth 3', 'Samsara', 'Tarukaja', 'Unshaken Will']
INFO:root:['Tarukaja', 'Samsara', 'Diarahan', 'Wind Amp']
INFO:root:['Null Dark', 'Unshaken Will', 'Marakunda', 'Samsara']
INFO:root:['Samsara', 'Null Dark', 'Wind Amp', 'Growth 3']
INFO:root:['Growth 3', 'Samsara', 'Mind Charge', 'Null Dark']
INFO:root:['Unshaken Will', 'Samsara', 'Patra', 'Sukukaja']
INFO:root:['Growth 3', 'Tarukaja', 'Samsara', 'Diarahan']
INFO:root:['Patra', 'Recarm', 'Samsara', 'Null Dark']
INFO:root:['Samsara', 'Growth 3', 'Unshaken Will', 'Patra']
INFO:root:['Null Dark', 'Growth 3', 'Megidolaon', 'Wind Amp']
INFO:root:['Null Dark', 'Unshaken Will', 'Spell Master', 'Wind Amp']
INFO:root:['Sukukaja', 'Samsara', 'Tarukaja', 'Spell Master']
INFO:root:['Null Dark', 'Wind Amp', 'Mind Charge', 'Samsara']
INFO:root:['Unshaken Will', 'Null Dark', 'Samsara', 'Patra']
INFO:root:['Null Dark', 'Wind Amp', 'Growth 3', 'Patra']
INFO:root:['Sukukaja', 'Samsara', 'Growth 3', 'Tarukaja']
INFO:root:['Patra', 'Samsara', 'Null Dark', 'Spell Master']
INFO:root:['Spell Master', 'Patra', 'Growth 3', 'Recarm']
INFO:root:['Samsara', 'Tarukaja', 'Spell Master', 'Patra']
INFO:root:['Samsara', 'Unshaken Will', 'Wind Amp', 'Patra']
INFO:root:['Spell Master', 'Samsara', 'Unshaken Will', 'Patra']
INFO:root:['Wind Amp', 'Growth 3', 'Samsara', 'Patra']
INFO:root:['Wind Amp', 'Null Dark', 'Samsara', 'Tarukaja']
INFO:root:['Tetrakarn', 'Marakunda', 'Patra', 'Recarm']
INFO:root:['Patra', 'Growth 3', 'Unshaken Will', 'Mind Charge']
INFO:root:['Samsara', 'Unshaken Will', 'Growth 3', 'Wind Amp']
INFO:root:['Patra', 'Null Dark', 'Samsara', 'Wind Amp']
INFO:root:['Patra', 'Wind Amp', 'Samsara', 'Unshaken Will']
INFO:root:['Wind Amp', 'Patra', 'Tarukaja', 'Samsara']
INFO:root:['Samsara', 'Sukukaja', 'Patra', 'Wind Amp']
INFO:root:['Wind Amp', 'Patra', 'Recarm', 'Growth 3']
INFO:root:['Null Dark', 'Spell Master', 'Samsara', 'Patra']
INFO:root:['Sukukaja', 'Null Dark', 'Tetrakarn', 'Wind Amp']
INFO:root:['Null Dark', 'Samsara', 'Wind Amp', 'Growth 3']
INFO:root:['Samsara', 'Patra', 'Wind Amp', 'Recarm']
INFO:root:['Samsara', 'Wind Amp', 'Spell Master', 'Sukukaja']
INFO:root:['Null Dark', 'Samsara', 'Marakunda', 'Spell Master']
INFO:root:['Wind Amp', 'Unshaken Will', 'Spell Master', 'Samsara']
INFO:root:['Null Dark', 'Unshaken Will', 'Samsara', 'Megidolaon']
INFO:root:['Unshaken Will', 'Recarm', 'Samsara', 'Null Dark']
INFO:root:['Growth 3', 'Patra', 'Samsara', 'Tetrakarn']
INFO:root:['Null Dark', 'Patra', 'Wind Amp', 'Samsara']
INFO:root:['Samsara', 'Patra', 'Null Dark', 'Sukukaja']
INFO:root:['Tarukaja', 'Growth 3', 'Sukukaja', 'Unshaken Will']
INFO:root:['Mind Charge', 'Null Dark', 'Wind Amp', 'Growth 3']
INFO:root:['Spell Master', 'Patra', 'Growth 3', 'Samsara']
INFO:root:['Patra', 'Spell Master', 'Tarukaja', 'Growth 3']
INFO:root:['Null Dark', 'Mind Charge', 'Wind Amp', 'Tarukaja']
INFO:root:['Samsara', 'Tarukaja', 'Spell Master', 'Patra']
INFO:root:['Samsara', 'Sukukaja', 'Recarm', 'Patra']
INFO:root:['Growth 3', 'Samsara', 'Wind Amp', 'Recarm']
INFO:root:['Patra', 'Wind Amp', 'Samsara', 'Unshaken Will']
INFO:root:['Growth 3', 'Tarukaja', 'Patra', 'Null Dark']
INFO:root:['Sukukaja', 'Null Dark', 'Samsara', 'Patra']
INFO:root:['Samsara', 'Null Dark', 'Spell Master', 'Growth 3']
INFO:root:['Patra', 'Recarm', 'Samsara', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Spell Master']
INFO:root:['Wind Amp', 'Megidolaon', 'Sukukaja', 'Diarahan']
INFO:root:['Patra', 'Samsara', 'Growth 3', 'Spell Master']
INFO:root:['Null Dark', 'Recarm', 'Sukukaja', 'Marakunda']
INFO:root:['Wind Amp', 'Marakunda', 'Unshaken Will', 'Tarukaja']
INFO:root:['Samsara', 'Wind Amp', 'Marakunda', 'Sukukaja']
INFO:root:['Null Dark', 'Samsara', 'Wind Amp', 'Growth 3']
INFO:root:['Recarm', 'Growth 3', 'Wind Amp', 'Tarukaja']
INFO:root:['Wind Amp', 'Growth 3', 'Unshaken Will', 'Spell Master']
INFO:root:['Null Dark', 'Samsara', 'Spell Master', 'Wind Amp']
INFO:root:['Wind Amp', 'Spell Master', 'Growth 3', 'Samsara']
INFO:root:['Spell Master', 'Samsara', 'Sukukaja', 'Growth 3']
INFO:root:['Tarukaja', 'Null Dark', 'Sukukaja', 'Samsara']
